x, y (epsilon_max, kcps)
700,NaN
701,NaN
702,NaN
703,NaN
704,NaN
705,NaN
706,NaN
707,NaN
708,NaN
709,NaN
710,NaN
711,NaN
712,NaN
713,NaN
714,NaN
715,NaN
716,NaN
717,NaN
718,NaN
719,NaN
720,4.8269
721,4.9622
722,5.0974
723,5.2322
724,5.3662
725,5.5003
726,5.6345
727,5.7683
728,5.9009
729,6.0315
730,6.1588
731,6.2818
732,6.4004
733,6.5146
734,6.6244
735,6.7312
736,6.8363
737,6.9408
738,7.0466
739,7.1567
740,7.274
741,7.3997
742,7.5309
743,7.6645
744,7.7975
745,7.9295
746,8.0621
747,8.1967
748,8.3344
749,8.475
750,8.6174
751,8.7613
752,8.9067
753,9.0534
754,9.2022
755,9.3538
756,9.5067
757,9.6579
758,9.8048
759,9.9452
760,10.078
761,10.201
762,10.314
763,10.417
764,10.512
765,10.599
766,10.681
767,10.76
768,10.841
769,10.93
770,11.031
771,11.15
772,11.282
773,11.422
774,11.562
775,11.7
776,11.833
777,11.961
778,12.078
779,12.181
780,12.266
781,12.328
782,12.367
783,12.386
784,12.39
785,12.381
786,12.362
787,12.338
788,12.31
789,12.283
790,12.26
791,12.244
792,12.235
793,12.232
794,12.233
795,12.235
796,12.237
797,12.238
798,12.234
799,12.225
800,12.208
801,12.182
802,12.148
803,12.108
804,12.064
805,12.019
806,11.974
807,11.927
808,11.875
809,11.814
810,11.739
811,11.648
812,11.541
813,11.422
814,11.296
815,11.168
816,11.042
817,10.922
818,10.807
819,10.694
820,10.58
821,10.463
822,10.346
823,10.23
824,10.118
825,10.011
826,9.9093
827,9.8108
828,9.7107
829,9.6019
830,9.4768
831,9.3303
832,9.1689
833,9.0028
834,8.8398
835,8.6829
836,8.5333
837,8.3909
838,8.2527
839,8.1131
840,7.9669
841,7.8115
842,7.653
843,7.4975
844,7.3505
845,7.2135
846,7.0868
847,6.9712
848,6.865
849,6.765
850,6.6673
851,6.569
852,6.4716
853,6.3769
854,6.2863
855,6.2011
856,6.1217
857,6.0477
858,5.9804
859,5.9211
860,5.8713
861,5.8326
862,5.8059
863,5.7897
864,5.7824
865,5.7827
866,5.789
867,5.7998
868,5.8136
869,5.8289
870,5.8442
871,5.8582
872,5.8715
873,5.8863
874,5.9049
875,5.9295
876,5.9624
877,6.0058
878,6.062
879,6.1333
880,6.2218
881,6.3291
882,6.4521
883,6.5853
884,6.7235
885,6.8626
886,6.9982
887,7.1256
888,7.2414
889,7.3458
890,7.4402
891,7.525
892,7.5988
893,7.6627
894,7.7181
895,7.7664
896,7.8094
897,7.8527
898,7.9036
899,7.9692
900,8.0567
901,8.1714
902,8.3091
903,8.4619
904,8.6225
905,8.7869
906,8.9527
907,9.1162
908,9.2726
909,9.4169
910,9.544
911,9.6497
912,9.7355
913,9.8056
914,9.8645
915,9.9163
916,9.9645
917,10.007
918,10.04
919,10.058
920,10.057
921,10.031
922,9.9845
923,9.9234
924,9.854
925,9.7828
926,9.7152
927,9.6533
928,9.5953
929,9.5387
930,9.4811
931,9.4213
932,9.3613
933,9.3033
934,9.2491
935,9.2007
936,9.1592
937,9.1204
938,9.0781
939,9.0264
940,8.959
941,8.8711
942,8.7662
943,8.652
944,8.536
945,8.4233
946,8.3169
947,8.2183
948,8.1262
949,8.0369
950,7.9468
951,7.8537
952,7.7604
953,7.6695
954,7.5837
955,7.5055
956,7.4358
957,7.3739
958,7.3178
959,7.266
960,7.2167
961,7.1693
962,7.1247
963,7.0824
964,7.0418
965,7.0024
966,6.9636
967,6.9248
968,6.8855
969,6.8451
970,6.8031
971,6.7586
972,6.7104
973,6.6569
974,6.5967
975,6.5282
976,6.4523
977,6.3732
978,6.2973
979,6.2309
980,6.1806
981,6.1517
982,6.1415
983,6.1445
984,6.1549
985,6.1671
986,6.1754
987,6.1741
988,6.1575
989,6.1199
990,6.0556
991,5.9607
992,5.8396
993,5.7
994,5.5494
995,5.3951
996,5.2427
997,5.0967
998,4.9597
999,4.8291
1000,4.7005
1001,4.5718
1002,4.4462
1003,4.3264
1004,4.215
1005,4.1128
1006,4.0175
1007,3.9253
1008,3.829
1009,3.7195
1010,3.5875
1011,3.4276
1012,3.2449
1013,3.0463
1014,2.8386
1015,2.6288
1016,2.4238
1017,2.2304
1018,2.0556
1019,1.9062
1020,1.7891
1021,1.7113
1022,1.6795
1023,1.7007
1024,1.7818
1025,1.9297
1026,2.1512
1027,2.4533
1028,2.8429
1029,3.3267
1030,3.9118
1031,4.605
1032,5.4132
1033,6.3433
1034,7.4022
1035,8.5967
1036,9.9338
1037,11.42
1038,13.063
1039,14.869
1040,16.846
1041,18.999
1042,21.336
1043,23.864
1044,26.59
1045,29.52
1046,32.662
1047,36.022
1048,39.607
1049,43.424
1050,47.481
1051,51.783
1052,56.338
1053,61.153
1054,66.234
1055,71.589
1056,77.224
1057,83.147
1058,89.363
1059,95.881
1060,102.71
1061,NaN
1062,NaN
1063,NaN
1064,NaN
1065,NaN
1066,NaN
1067,NaN
1068,NaN
1069,NaN
1070,NaN
1071,NaN
1072,NaN
1073,NaN
1074,NaN
1075,NaN
1076,NaN
1077,NaN
1078,NaN
1079,NaN
1080,NaN
1081,NaN
1082,NaN
1083,NaN
1084,NaN
1085,NaN
1086,NaN
1087,NaN
1088,NaN
1089,NaN
1090,NaN
1091,NaN
1092,NaN
1093,NaN
1094,NaN
1095,NaN
1096,NaN
1097,NaN
1098,NaN
1099,NaN
1100,NaN
